,num_comercial_3km,num_primary_3km,num_secondary_3km,num_mall_2km,num_mrt_1.5km
9733,3.0,13.0,6.0,17.0,8.0
9734,9.0,6.0,9.0,6.0,2.0
9735,4.0,16.0,12.0,7.0,2.0
9736,2.0,11.0,10.0,4.0,4.0
9737,2.0,10.0,5.0,4.0,1.0
9738,2.0,8.0,4.0,3.0,1.0
9739,4.0,21.0,13.0,5.0,0.0
9740,8.0,6.0,9.0,3.0,3.0
9741,5.0,9.0,7.0,26.0,3.0
9742,5.0,19.0,17.0,5.0,2.0
9743,1.0,7.0,6.0,9.0,3.0
9744,1.0,13.0,13.0,6.0,8.0
9745,0.0,16.0,14.0,10.0,2.0
9746,1.0,6.0,6.0,6.0,2.0
9747,2.0,13.0,10.0,5.0,2.0
9748,4.0,5.0,4.0,4.0,2.0
9749,6.0,24.0,11.0,4.0,1.0
9750,0.0,2.0,2.0,3.0,0.0
9751,4.0,10.0,4.0,43.0,17.0
9752,3.0,16.0,15.0,8.0,4.0
9753,1.0,9.0,8.0,10.0,2.0
9754,0.0,12.0,9.0,3.0,2.0
9755,0.0,8.0,8.0,0.0,2.0
9756,3.0,17.0,9.0,12.0,5.0
9757,0.0,17.0,12.0,2.0,1.0
9758,0.0,9.0,6.0,1.0,0.0
9759,4.0,20.0,16.0,6.0,4.0
9760,4.0,21.0,20.0,4.0,3.0
9761,0.0,17.0,14.0,2.0,2.0
9762,1.0,13.0,14.0,5.0,3.0
9763,1.0,15.0,12.0,10.0,2.0
9764,9.0,5.0,10.0,5.0,2.0
9765,0.0,17.0,11.0,4.0,3.0
9766,0.0,6.0,2.0,0.0,0.0
9767,2.0,11.0,7.0,3.0,1.0
9768,3.0,9.0,6.0,15.0,7.0
9769,0.0,14.0,12.0,6.0,1.0
9770,4.0,10.0,8.0,2.0,1.0
9771,3.0,9.0,6.0,15.0,7.0
9772,2.0,8.0,7.0,21.0,3.0
9773,1.0,7.0,6.0,9.0,3.0
9774,4.0,9.0,7.0,31.0,8.0
9775,6.0,11.0,9.0,3.0,1.0
9776,3.0,9.0,4.0,41.0,18.0
9777,9.0,6.0,10.0,4.0,5.0
9778,4.0,24.0,17.0,6.0,3.0
9779,5.0,12.0,6.0,29.0,12.0
9780,3.0,21.0,18.0,4.0,4.0
9781,0.0,6.0,4.0,0.0,0.0
9782,4.0,8.0,12.0,22.0,1.0
9783,0.0,16.0,10.0,4.0,2.0
9784,0.0,15.0,12.0,10.0,1.0
9785,3.0,12.0,6.0,32.0,5.0
9786,1.0,12.0,12.0,6.0,8.0
9787,8.0,6.0,9.0,3.0,3.0
9788,8.0,20.0,13.0,6.0,0.0
9789,2.0,9.0,7.0,3.0,1.0
9790,2.0,10.0,9.0,6.0,3.0
9791,6.0,17.0,10.0,5.0,0.0
9792,1.0,9.0,10.0,7.0,0.0
9793,4.0,19.0,16.0,4.0,3.0
9794,2.0,9.0,9.0,5.0,1.0
9795,0.0,18.0,13.0,2.0,1.0
9796,2.0,5.0,4.0,3.0,4.0
9797,8.0,6.0,9.0,3.0,3.0
9798,3.0,8.0,6.0,24.0,11.0
9799,0.0,0.0,0.0,0.0,0.0
9800,6.0,21.0,10.0,6.0,0.0
9801,2.0,9.0,6.0,23.0,4.0
9802,3.0,18.0,12.0,10.0,5.0
9803,0.0,12.0,7.0,0.0,0.0
9804,3.0,10.0,7.0,32.0,7.0
9805,4.0,9.0,5.0,45.0,16.0
9806,2.0,21.0,23.0,5.0,3.0
9807,4.0,14.0,12.0,7.0,4.0
9808,0.0,17.0,11.0,4.0,3.0
9809,4.0,19.0,17.0,5.0,6.0
9810,1.0,9.0,9.0,7.0,1.0
9811,1.0,12.0,11.0,7.0,8.0
9812,2.0,19.0,10.0,9.0,5.0
9813,2.0,9.0,8.0,3.0,1.0
9814,4.0,11.0,11.0,3.0,2.0
9815,11.0,7.0,12.0,3.0,5.0
9816,0.0,15.0,14.0,6.0,1.0
9817,5.0,11.0,6.0,31.0,14.0
9818,4.0,11.0,9.0,34.0,6.0
9819,4.0,22.0,17.0,8.0,2.0
9820,3.0,16.0,15.0,4.0,5.0
9821,4.0,6.0,3.0,35.0,19.0
9822,3.0,17.0,8.0,17.0,8.0
9823,1.0,13.0,9.0,10.0,4.0
9824,3.0,15.0,13.0,3.0,5.0
9825,2.0,8.0,7.0,21.0,3.0
9826,4.0,9.0,12.0,5.0,2.0
9827,0.0,2.0,6.0,1.0,5.0
9828,3.0,9.0,8.0,24.0,4.0
9829,3.0,6.0,4.0,5.0,11.0
9830,3.0,10.0,6.0,27.0,4.0
9831,1.0,16.0,10.0,10.0,5.0
9832,5.0,9.0,5.0,3.0,1.0
9833,2.0,9.0,10.0,21.0,4.0
9834,1.0,9.0,14.0,4.0,3.0
9835,3.0,6.0,4.0,5.0,11.0
9836,4.0,18.0,16.0,5.0,1.0
9837,5.0,20.0,19.0,7.0,2.0
9838,0.0,9.0,10.0,4.0,3.0
9839,3.0,8.0,11.0,20.0,1.0
9840,6.0,11.0,9.0,3.0,1.0
9841,1.0,7.0,6.0,9.0,3.0
9842,2.0,5.0,9.0,4.0,1.0
9843,2.0,9.0,6.0,4.0,1.0
9844,3.0,9.0,8.0,24.0,4.0
9845,3.0,3.0,2.0,15.0,13.0
9846,5.0,13.0,9.0,4.0,2.0
9847,4.0,6.0,11.0,2.0,3.0
9848,4.0,18.0,14.0,5.0,2.0
9849,4.0,10.0,11.0,5.0,2.0
9850,2.0,25.0,16.0,7.0,2.0
9851,7.0,6.0,10.0,4.0,2.0
9852,1.0,7.0,6.0,4.0,3.0
9853,8.0,6.0,10.0,3.0,5.0
9854,4.0,20.0,11.0,2.0,4.0
9855,0.0,14.0,13.0,2.0,2.0
9856,1.0,4.0,6.0,2.0,2.0
9857,1.0,5.0,6.0,3.0,3.0
9858,0.0,14.0,9.0,3.0,3.0
9859,3.0,10.0,7.0,32.0,6.0
9860,7.0,5.0,10.0,4.0,2.0
9861,8.0,6.0,10.0,3.0,5.0
9862,1.0,7.0,6.0,4.0,3.0
9863,9.0,8.0,10.0,7.0,3.0
9864,6.0,20.0,12.0,5.0,0.0
9865,1.0,6.0,7.0,2.0,2.0
9866,1.0,7.0,6.0,9.0,3.0
9867,4.0,27.0,15.0,7.0,2.0
9868,3.0,6.0,4.0,7.0,12.0
9869,2.0,18.0,12.0,4.0,0.0
9870,0.0,4.0,8.0,0.0,5.0
9871,1.0,15.0,15.0,7.0,7.0
9872,9.0,4.0,9.0,2.0,0.0
9873,3.0,15.0,19.0,5.0,1.0
9874,4.0,15.0,12.0,3.0,3.0
9875,0.0,4.0,1.0,4.0,0.0
9876,0.0,10.0,8.0,2.0,2.0
9877,5.0,8.0,12.0,2.0,3.0
9878,4.0,11.0,8.0,34.0,9.0
9879,4.0,11.0,11.0,2.0,2.0
9880,4.0,15.0,12.0,3.0,3.0
9881,8.0,9.0,6.0,4.0,4.0
9882,11.0,3.0,2.0,0.0,3.0
9883,2.0,27.0,17.0,6.0,3.0
9884,3.0,23.0,16.0,5.0,0.0
9885,3.0,9.0,6.0,15.0,7.0
9886,4.0,14.0,12.0,7.0,4.0
9887,0.0,0.0,0.0,0.0,0.0
9888,0.0,6.0,3.0,4.0,2.0
9889,4.0,18.0,8.0,4.0,0.0
9890,1.0,7.0,6.0,4.0,3.0
9891,4.0,11.0,8.0,39.0,12.0
9892,4.0,20.0,15.0,7.0,2.0
9893,0.0,0.0,0.0,0.0,0.0
9894,6.0,21.0,9.0,3.0,0.0
9895,4.0,9.0,9.0,5.0,3.0
9896,1.0,12.0,10.0,6.0,2.0
9897,0.0,18.0,14.0,2.0,3.0
9898,4.0,8.0,3.0,40.0,19.0
9899,4.0,10.0,12.0,22.0,1.0
9900,0.0,3.0,7.0,0.0,4.0
9901,0.0,11.0,8.0,2.0,2.0
9902,8.0,6.0,10.0,3.0,5.0
9903,3.0,19.0,15.0,3.0,5.0
9904,3.0,7.0,8.0,24.0,3.0
9905,3.0,14.0,8.0,30.0,6.0
9906,4.0,10.0,8.0,2.0,1.0
9907,2.0,12.0,10.0,6.0,4.0
9908,2.0,8.0,7.0,21.0,3.0
9909,2.0,10.0,5.0,4.0,1.0
9910,0.0,15.0,16.0,2.0,1.0
9911,5.0,8.0,12.0,2.0,3.0
9912,0.0,15.0,16.0,2.0,1.0
9913,4.0,15.0,8.0,4.0,0.0
9914,5.0,9.0,7.0,23.0,2.0
9915,4.0,15.0,13.0,4.0,1.0
9916,8.0,6.0,10.0,3.0,5.0
9917,3.0,9.0,5.0,34.0,17.0
9918,0.0,17.0,11.0,4.0,3.0
9919,3.0,11.0,8.0,35.0,11.0
9920,0.0,17.0,11.0,4.0,3.0
9921,2.0,10.0,5.0,4.0,1.0
9922,0.0,6.0,10.0,2.0,2.0
9923,1.0,8.0,6.0,4.0,3.0
9924,2.0,18.0,15.0,2.0,2.0
9925,2.0,10.0,5.0,4.0,1.0
9926,0.0,10.0,8.0,2.0,2.0
9927,0.0,1.0,0.0,0.0,0.0
9928,6.0,21.0,14.0,6.0,0.0
9929,4.0,12.0,10.0,8.0,4.0
9930,3.0,10.0,6.0,27.0,4.0
9931,1.0,18.0,9.0,4.0,4.0
9932,3.0,9.0,6.0,15.0,7.0
9933,3.0,6.0,4.0,5.0,11.0
9934,2.0,10.0,10.0,24.0,2.0
9935,0.0,18.0,13.0,2.0,1.0
9936,4.0,16.0,12.0,7.0,2.0
9937,8.0,24.0,12.0,6.0,1.0
9938,0.0,0.0,0.0,0.0,0.0
9939,4.0,11.0,8.0,39.0,12.0
9940,5.0,8.0,6.0,6.0,3.0
9941,2.0,16.0,10.0,2.0,3.0
9942,4.0,11.0,8.0,34.0,9.0
9943,3.0,5.0,2.0,18.0,17.0
9944,4.0,6.0,4.0,31.0,18.0
9945,3.0,9.0,8.0,24.0,4.0
9946,2.0,18.0,11.0,3.0,4.0
9947,8.0,6.0,10.0,3.0,5.0
9948,1.0,4.0,6.0,2.0,2.0
9949,4.0,12.0,11.0,8.0,5.0
9950,2.0,9.0,6.0,23.0,4.0
9951,2.0,10.0,5.0,4.0,1.0
9952,4.0,23.0,17.0,7.0,3.0
9953,1.0,16.0,10.0,2.0,4.0
9954,3.0,15.0,13.0,8.0,3.0
9955,2.0,16.0,11.0,3.0,2.0
9956,2.0,8.0,7.0,21.0,3.0
9957,5.0,13.0,10.0,3.0,1.0
9958,1.0,4.0,4.0,1.0,3.0
9959,4.0,9.0,7.0,31.0,8.0
9960,5.0,20.0,17.0,7.0,2.0
9961,2.0,18.0,9.0,4.0,1.0
9962,5.0,13.0,11.0,5.0,2.0
9963,4.0,11.0,8.0,34.0,9.0
9964,2.0,21.0,21.0,3.0,3.0
9965,2.0,13.0,12.0,2.0,2.0
9966,2.0,9.0,4.0,2.0,0.0
9967,4.0,6.0,3.0,35.0,19.0
9968,4.0,8.0,10.0,2.0,0.0
9969,3.0,20.0,21.0,3.0,5.0
9970,3.0,16.0,15.0,4.0,5.0
9971,4.0,11.0,8.0,34.0,9.0
9972,9.0,6.0,9.0,6.0,2.0
9973,2.0,22.0,10.0,5.0,1.0
9974,2.0,5.0,4.0,3.0,4.0
9975,3.0,17.0,8.0,17.0,8.0
9976,0.0,2.0,2.0,3.0,0.0
9977,4.0,10.0,4.0,45.0,17.0
9978,5.0,9.0,7.0,26.0,3.0
9979,4.0,6.0,4.0,31.0,18.0
9980,1.0,15.0,10.0,10.0,4.0
9981,8.0,6.0,10.0,3.0,5.0
9982,5.0,12.0,10.0,1.0,1.0
9983,2.0,13.0,10.0,5.0,2.0
9984,2.0,18.0,18.0,7.0,4.0
9985,3.0,17.0,8.0,17.0,8.0
9986,4.0,9.0,9.0,5.0,3.0
9987,3.0,7.0,5.0,16.0,12.0
9988,3.0,12.0,7.0,30.0,5.0
9989,2.0,7.0,4.0,3.0,4.0
9990,8.0,6.0,10.0,3.0,5.0
9991,6.0,23.0,12.0,5.0,1.0
9992,2.0,5.0,4.0,3.0,4.0
9993,3.0,5.0,2.0,18.0,17.0
9994,3.0,9.0,4.0,39.0,18.0
9995,1.0,10.0,12.0,1.0,3.0
9996,0.0,11.0,8.0,3.0,1.0
9997,10.0,4.0,3.0,2.0,2.0
9998,4.0,15.0,8.0,4.0,0.0
9999,8.0,6.0,10.0,3.0,5.0
10000,4.0,20.0,14.0,5.0,3.0
10001,0.0,17.0,14.0,10.0,3.0
10002,7.0,9.0,7.0,5.0,2.0
10003,2.0,8.0,7.0,21.0,3.0
10004,4.0,11.0,8.0,34.0,9.0
10005,8.0,6.0,10.0,3.0,5.0
10006,1.0,15.0,18.0,5.0,1.0
10007,3.0,9.0,4.0,41.0,18.0
10008,6.0,24.0,12.0,5.0,1.0
10009,3.0,10.0,6.0,27.0,4.0
10010,0.0,2.0,2.0,3.0,0.0
10011,10.0,8.0,11.0,6.0,5.0
10012,0.0,10.0,9.0,0.0,0.0
10013,1.0,9.0,9.0,7.0,1.0
10014,2.0,10.0,10.0,26.0,5.0
10015,8.0,6.0,10.0,3.0,5.0
10016,3.0,16.0,15.0,4.0,5.0
10017,3.0,7.0,5.0,30.0,16.0
10018,3.0,7.0,5.0,16.0,12.0
10019,4.0,11.0,8.0,34.0,9.0
10020,2.0,7.0,3.0,1.0,0.0
10021,4.0,23.0,17.0,7.0,3.0
10022,3.0,5.0,3.0,14.0,14.0
10023,1.0,9.0,11.0,5.0,2.0
10024,5.0,17.0,18.0,8.0,2.0
10025,2.0,9.0,6.0,2.0,1.0
10026,5.0,8.0,5.0,41.0,17.0
10027,2.0,18.0,9.0,4.0,1.0
10028,3.0,8.0,6.0,24.0,11.0
10029,6.0,24.0,12.0,5.0,1.0
10030,8.0,6.0,10.0,3.0,5.0
10031,1.0,5.0,8.0,0.0,4.0
10032,1.0,8.0,9.0,7.0,7.0
10033,2.0,8.0,7.0,21.0,3.0
10034,3.0,9.0,8.0,28.0,5.0
10035,3.0,6.0,4.0,12.0,12.0
10036,4.0,16.0,12.0,4.0,1.0
10037,3.0,6.0,4.0,5.0,11.0
10038,5.0,13.0,7.0,4.0,2.0
10039,0.0,6.0,9.0,1.0,2.0
10040,4.0,10.0,4.0,43.0,17.0
10041,4.0,17.0,12.0,4.0,3.0
10042,4.0,17.0,11.0,7.0,1.0
10043,2.0,11.0,11.0,2.0,1.0
10044,0.0,2.0,6.0,1.0,5.0
10045,5.0,17.0,16.0,6.0,2.0
10046,3.0,12.0,9.0,6.0,6.0
10047,6.0,25.0,14.0,5.0,2.0
10048,0.0,2.0,6.0,1.0,5.0
10049,8.0,6.0,11.0,3.0,3.0
10050,5.0,12.0,10.0,1.0,1.0
10051,4.0,23.0,17.0,7.0,3.0
10052,4.0,7.0,11.0,4.0,2.0
10053,0.0,13.0,13.0,5.0,1.0
10054,1.0,9.0,9.0,7.0,1.0
10055,0.0,11.0,8.0,2.0,2.0
10056,4.0,11.0,8.0,34.0,9.0
10057,4.0,11.0,8.0,34.0,9.0
10058,1.0,15.0,10.0,10.0,4.0
10059,2.0,7.0,3.0,1.0,0.0
10060,2.0,18.0,9.0,5.0,1.0
10061,2.0,5.0,4.0,3.0,4.0
10062,0.0,14.0,9.0,3.0,2.0
10063,1.0,10.0,8.0,5.0,0.0
10064,4.0,12.0,12.0,4.0,2.0
10065,3.0,14.0,9.0,23.0,6.0
10066,2.0,8.0,5.0,6.0,2.0
10067,0.0,13.0,6.0,3.0,1.0
10068,0.0,8.0,8.0,0.0,2.0
10069,5.0,11.0,6.0,31.0,14.0
10070,0.0,12.0,12.0,6.0,1.0
10071,2.0,10.0,11.0,21.0,1.0
10072,5.0,20.0,19.0,7.0,2.0
10073,2.0,9.0,6.0,23.0,4.0
10074,0.0,14.0,12.0,4.0,1.0
10075,3.0,9.0,4.0,41.0,18.0
10076,4.0,8.0,9.0,5.0,1.0
10077,0.0,12.0,9.0,4.0,2.0
10078,2.0,10.0,9.0,27.0,4.0
10079,2.0,8.0,7.0,21.0,3.0
10080,2.0,8.0,5.0,6.0,2.0
10081,3.0,14.0,8.0,30.0,6.0
10082,3.0,10.0,7.0,32.0,6.0
10083,4.0,15.0,8.0,4.0,0.0
10084,3.0,5.0,2.0,25.0,21.0
10085,2.0,5.0,4.0,3.0,4.0
10086,4.0,9.0,7.0,31.0,8.0
10087,4.0,20.0,10.0,6.0,0.0
10088,3.0,10.0,8.0,2.0,0.0
10089,2.0,13.0,10.0,6.0,2.0
10090,4.0,10.0,4.0,45.0,17.0
10091,4.0,5.0,8.0,4.0,1.0
10092,5.0,18.0,14.0,7.0,1.0
10093,3.0,16.0,16.0,5.0,7.0
10094,3.0,19.0,21.0,3.0,4.0
10095,4.0,10.0,8.0,2.0,1.0
10096,3.0,6.0,4.0,5.0,11.0
10097,4.0,13.0,12.0,8.0,5.0
10098,4.0,25.0,14.0,6.0,1.0
10099,3.0,5.0,3.0,13.0,14.0
10100,0.0,0.0,0.0,0.0,0.0
10101,2.0,24.0,18.0,7.0,3.0
10102,3.0,18.0,15.0,6.0,1.0
10103,6.0,23.0,11.0,4.0,1.0
10104,4.0,11.0,10.0,5.0,0.0
10105,4.0,10.0,6.0,3.0,1.0
10106,8.0,6.0,9.0,3.0,3.0
10107,0.0,12.0,11.0,2.0,0.0
10108,0.0,11.0,8.0,3.0,1.0
10109,3.0,5.0,3.0,14.0,14.0
10110,4.0,23.0,17.0,7.0,3.0
10111,8.0,6.0,11.0,3.0,3.0
10112,5.0,20.0,19.0,7.0,2.0
10113,3.0,18.0,16.0,4.0,5.0
10114,3.0,10.0,6.0,27.0,4.0
10115,1.0,13.0,9.0,10.0,7.0
10116,3.0,7.0,10.0,4.0,1.0
10117,2.0,12.0,10.0,6.0,4.0
10118,2.0,21.0,21.0,3.0,3.0
10119,3.0,10.0,7.0,32.0,6.0
10120,0.0,11.0,8.0,3.0,1.0
10121,4.0,16.0,12.0,4.0,1.0
10122,2.0,9.0,8.0,19.0,3.0
10123,5.0,13.0,11.0,5.0,2.0
10124,4.0,11.0,7.0,39.0,10.0
10125,3.0,15.0,13.0,3.0,5.0
10126,4.0,6.0,4.0,31.0,18.0
10127,5.0,21.0,18.0,5.0,5.0
10128,4.0,10.0,4.0,45.0,17.0
10129,3.0,5.0,2.0,18.0,17.0
10130,9.0,6.0,10.0,4.0,5.0
10131,0.0,15.0,15.0,2.0,2.0
10132,0.0,6.0,3.0,4.0,2.0
10133,2.0,9.0,6.0,3.0,2.0
10134,2.0,11.0,9.0,4.0,4.0
10135,4.0,6.0,9.0,4.0,1.0
10136,3.0,9.0,8.0,28.0,5.0
10137,2.0,18.0,17.0,7.0,5.0
10138,3.0,15.0,12.0,8.0,2.0
10139,4.0,16.0,14.0,3.0,6.0
10140,3.0,7.0,5.0,16.0,12.0
10141,2.0,19.0,8.0,3.0,1.0
10142,2.0,8.0,6.0,3.0,4.0
10143,1.0,9.0,8.0,10.0,2.0
10144,3.0,10.0,7.0,32.0,7.0
10145,3.0,17.0,13.0,9.0,3.0
10146,3.0,15.0,11.0,6.0,4.0
10147,2.0,24.0,18.0,7.0,3.0
10148,4.0,18.0,16.0,5.0,0.0
10149,0.0,17.0,11.0,4.0,3.0
10150,4.0,15.0,8.0,4.0,0.0
10151,3.0,9.0,4.0,41.0,18.0
10152,11.0,5.0,6.0,4.0,4.0
10153,4.0,10.0,4.0,45.0,17.0
10154,3.0,9.0,6.0,15.0,7.0
10155,4.0,8.0,11.0,5.0,3.0
10156,4.0,17.0,14.0,4.0,3.0
10157,0.0,15.0,16.0,2.0,1.0
10158,7.0,9.0,8.0,3.0,3.0
10159,9.0,6.0,11.0,3.0,5.0
10160,8.0,6.0,10.0,3.0,5.0
10161,4.0,6.0,9.0,3.0,4.0
10162,8.0,9.0,6.0,4.0,4.0
10163,3.0,9.0,6.0,15.0,7.0
10164,5.0,11.0,6.0,31.0,14.0
10165,0.0,17.0,14.0,8.0,2.0
10166,0.0,0.0,0.0,0.0,0.0
10167,1.0,16.0,10.0,10.0,5.0
10168,2.0,9.0,6.0,17.0,3.0
10169,4.0,8.0,4.0,31.0,20.0
10170,0.0,2.0,2.0,3.0,0.0
10171,8.0,6.0,11.0,3.0,3.0
10172,1.0,15.0,15.0,7.0,7.0
10173,2.0,20.0,9.0,6.0,1.0
10174,4.0,12.0,12.0,4.0,2.0
10175,0.0,17.0,18.0,2.0,2.0
10176,6.0,16.0,9.0,4.0,0.0
10177,0.0,0.0,0.0,0.0,0.0
10178,4.0,15.0,12.0,3.0,3.0
10179,3.0,7.0,8.0,24.0,3.0
10180,0.0,19.0,14.0,2.0,3.0
10181,0.0,1.0,0.0,0.0,0.0
10182,10.0,8.0,8.0,4.0,2.0
10183,3.0,19.0,19.0,4.0,4.0
10184,8.0,6.0,9.0,3.0,3.0
10185,0.0,15.0,11.0,3.0,2.0
10186,1.0,9.0,10.0,7.0,0.0
10187,4.0,10.0,12.0,22.0,1.0
10188,2.0,23.0,15.0,6.0,2.0
10189,2.0,20.0,10.0,5.0,1.0
10190,1.0,13.0,10.0,7.0,7.0
10191,3.0,8.0,11.0,21.0,1.0
10192,2.0,9.0,8.0,14.0,5.0
10193,0.0,11.0,10.0,7.0,3.0
10194,6.0,16.0,8.0,4.0,0.0
10195,2.0,11.0,12.0,2.0,2.0
10196,2.0,9.0,6.0,23.0,4.0
10197,4.0,16.0,11.0,3.0,1.0
10198,5.0,13.0,11.0,5.0,2.0
10199,2.0,11.0,8.0,3.0,1.0
10200,4.0,10.0,5.0,46.0,16.0
10201,4.0,25.0,15.0,6.0,2.0
10202,4.0,15.0,7.0,4.0,0.0
10203,3.0,10.0,7.0,32.0,6.0
10204,11.0,7.0,10.0,3.0,7.0
10205,1.0,13.0,9.0,10.0,4.0
10206,1.0,6.0,6.0,6.0,2.0
10207,2.0,10.0,9.0,4.0,3.0
10208,0.0,13.0,7.0,3.0,2.0
10209,2.0,9.0,8.0,18.0,3.0
10210,2.0,16.0,16.0,5.0,7.0
10211,3.0,9.0,6.0,15.0,7.0
10212,1.0,17.0,11.0,5.0,4.0
10213,4.0,20.0,16.0,4.0,5.0
10214,8.0,6.0,11.0,3.0,3.0
10215,5.0,12.0,10.0,1.0,1.0
10216,3.0,10.0,6.0,27.0,4.0
10217,4.0,11.0,10.0,5.0,0.0
10218,3.0,20.0,14.0,1.0,4.0
10219,5.0,11.0,6.0,31.0,14.0
10220,0.0,0.0,0.0,0.0,0.0
10221,0.0,16.0,10.0,4.0,2.0
10222,2.0,28.0,16.0,7.0,2.0
10223,6.0,20.0,14.0,6.0,0.0
10224,1.0,15.0,10.0,10.0,2.0
10225,2.0,12.0,10.0,6.0,4.0
10226,2.0,22.0,10.0,5.0,1.0
10227,6.0,14.0,9.0,4.0,1.0
10228,5.0,13.0,8.0,4.0,1.0
10229,2.0,19.0,18.0,7.0,3.0
10230,0.0,17.0,11.0,4.0,3.0
10231,4.0,16.0,9.0,4.0,3.0
10232,3.0,12.0,7.0,30.0,5.0
10233,1.0,4.0,6.0,2.0,2.0
10234,5.0,9.0,7.0,7.0,3.0
10235,4.0,19.0,15.0,6.0,4.0
10236,8.0,6.0,10.0,3.0,5.0
10237,6.0,16.0,9.0,4.0,0.0
10238,1.0,11.0,9.0,6.0,8.0
10239,4.0,15.0,10.0,5.0,1.0
10240,5.0,11.0,6.0,31.0,14.0
10241,4.0,11.0,8.0,34.0,9.0
10242,3.0,14.0,13.0,6.0,5.0
10243,4.0,19.0,15.0,6.0,2.0
10244,1.0,9.0,8.0,10.0,2.0
10245,2.0,11.0,8.0,3.0,1.0
10246,2.0,12.0,10.0,6.0,4.0
10247,3.0,14.0,10.0,6.0,4.0
10248,4.0,19.0,14.0,4.0,1.0
10249,2.0,9.0,6.0,23.0,4.0
10250,3.0,6.0,4.0,10.0,12.0
10251,1.0,9.0,9.0,8.0,1.0
10252,3.0,9.0,6.0,15.0,7.0
10253,2.0,20.0,9.0,4.0,1.0
10254,1.0,6.0,6.0,6.0,2.0
10255,0.0,15.0,16.0,2.0,1.0
10256,0.0,16.0,10.0,4.0,2.0
10257,3.0,20.0,16.0,3.0,0.0
10258,2.0,22.0,21.0,6.0,3.0
10259,2.0,9.0,7.0,13.0,3.0
10260,2.0,9.0,6.0,4.0,2.0
10261,2.0,12.0,10.0,6.0,4.0
10262,3.0,9.0,6.0,15.0,7.0
10263,4.0,18.0,8.0,4.0,0.0
10264,3.0,6.0,4.0,10.0,12.0
10265,2.0,16.0,10.0,4.0,2.0
10266,4.0,11.0,8.0,34.0,9.0
10267,3.0,15.0,13.0,7.0,5.0
10268,3.0,16.0,11.0,3.0,5.0
10269,4.0,18.0,14.0,5.0,2.0
10270,5.0,20.0,16.0,6.0,3.0
10271,3.0,7.0,3.0,34.0,23.0
10272,1.0,7.0,6.0,9.0,3.0
10273,11.0,5.0,6.0,4.0,4.0
10274,0.0,0.0,0.0,0.0,0.0
10275,3.0,19.0,15.0,3.0,5.0
10276,0.0,9.0,10.0,4.0,3.0
10277,3.0,7.0,8.0,24.0,3.0
10278,4.0,10.0,4.0,45.0,17.0
10279,0.0,16.0,11.0,2.0,3.0
10280,0.0,11.0,8.0,3.0,1.0
10281,4.0,10.0,5.0,45.0,16.0
10282,5.0,16.0,16.0,4.0,1.0
10283,4.0,10.0,4.0,45.0,17.0
10284,3.0,6.0,3.0,32.0,19.0
10285,3.0,6.0,4.0,6.0,7.0
10286,3.0,10.0,6.0,27.0,4.0
10287,8.0,6.0,11.0,3.0,3.0
10288,4.0,20.0,9.0,4.0,0.0
10289,4.0,19.0,17.0,5.0,6.0
10290,0.0,8.0,8.0,0.0,2.0
10291,2.0,8.0,8.0,1.0,2.0
10292,8.0,6.0,9.0,3.0,3.0
10293,4.0,12.0,9.0,3.0,1.0
10294,3.0,10.0,7.0,32.0,7.0
10295,5.0,19.0,17.0,5.0,2.0
10296,2.0,8.0,6.0,4.0,5.0
10297,2.0,9.0,10.0,24.0,4.0
10298,7.0,10.0,7.0,4.0,2.0
10299,0.0,9.0,8.0,4.0,2.0
10300,0.0,17.0,11.0,4.0,3.0
10301,3.0,10.0,6.0,32.0,6.0
10302,1.0,9.0,8.0,10.0,2.0
10303,8.0,6.0,10.0,3.0,5.0
10304,1.0,12.0,11.0,7.0,8.0
10305,3.0,10.0,6.0,27.0,4.0
10306,0.0,8.0,10.0,4.0,3.0
10307,4.0,26.0,14.0,6.0,1.0
10308,3.0,9.0,7.0,34.0,11.0
10309,6.0,16.0,9.0,4.0,0.0
10310,2.0,21.0,23.0,5.0,3.0
10311,3.0,20.0,14.0,1.0,4.0
10312,1.0,15.0,10.0,5.0,4.0
10313,4.0,11.0,9.0,34.0,6.0
10314,3.0,6.0,2.0,16.0,14.0
10315,0.0,0.0,0.0,0.0,0.0
10316,0.0,11.0,11.0,7.0,2.0
10317,3.0,6.0,4.0,10.0,12.0
10318,3.0,8.0,6.0,4.0,3.0
10319,3.0,14.0,11.0,6.0,4.0
10320,4.0,10.0,8.0,2.0,1.0
10321,2.0,12.0,11.0,8.0,4.0
10322,3.0,6.0,3.0,32.0,19.0
10323,0.0,12.0,9.0,5.0,1.0
10324,0.0,12.0,11.0,2.0,1.0
10325,5.0,13.0,11.0,2.0,2.0
10326,1.0,9.0,10.0,7.0,0.0
10327,2.0,9.0,9.0,5.0,1.0
10328,4.0,25.0,16.0,8.0,2.0
10329,2.0,9.0,9.0,5.0,1.0
10330,4.0,6.0,4.0,31.0,18.0
10331,4.0,19.0,14.0,4.0,1.0
10332,0.0,10.0,11.0,5.0,1.0
10333,0.0,17.0,11.0,4.0,3.0
10334,2.0,10.0,11.0,23.0,4.0
10335,3.0,7.0,8.0,24.0,3.0
10336,3.0,9.0,6.0,15.0,7.0
10337,4.0,15.0,12.0,3.0,1.0
10338,0.0,17.0,11.0,4.0,3.0
