listing_id,distance_to_closest_station
357484,1.7478572199421982 km
531541,0.8287237220493657 km
651410,1.0980808540674054 km
889787,1.489937999228665 km
933834,1.3800686799653328 km
155632,0.8565581723961228 km
219483,1.3436736070404092 km
947536,0.30309058529472116 km
923840,1.3998030148609344 km
271561,1.0963092089019761 km
819057,0.49939216512078677 km
414624,0.47355293393897485 km
394131,1.3612754611200266 km
663761,0.47150597350257634 km
955343,0.9524725989729091 km
362463,0.27950078133522177 km
743302,0.397820266502454 km
882153,0.793640843026821 km
925102,2.689461687164013 km
740314,0.467312825531142 km
640474,0.6412719471078718 km
304142,0.8585671523778438 km
742699,0.4251498289659802 km
564367,0.6683726614484303 km
297757,1.1234925249814804 km
200142,0.3073636838299941 km
556743,0.7422298115143062 km
482473,1.3612754611200266 km
729742,0.4546454343229791 km
818376,2.424652652568955 km
378364,0.18806849073659346 km
829837,0.3239928731926967 km
966640,1.9019340002773284 km
358019,0.9354159473160131 km
607238,0.11761898104189976 km
965597,0.8339748681547607 km
856070,0.9354159473160131 km
352640,0.7965999031702182 km
954505,1.1896753338778279 km
395978,1.4125923301866528 km
361169,0.7294629908316825 km
928180,0.8105685640999296 km
536663,1.3612754611200266 km
889649,1.7380604759295024 km
147629,3.352696330463496 km
115488,1.5049138705532217 km
618917,0.5893428813374708 km
959365,1.3304479014905077 km
813021,2.187061896380028 km
719826,0.74551234770711 km
166825,0.7294629908316825 km
539764,1.3152564309450319 km
845056,0.40060816971559593 km
137765,0.7422298115143062 km
800220,0.2878281727897157 km
982371,1.3152564309450319 km
584719,1.0624408821768245 km
917733,0.6506060979718524 km
763656,1.9534765200462185 km
603984,0.11730057582915254 km
504452,0.3073636838299941 km
958800,1.3612754611200266 km
846589,3.1108444042258387 km
152004,0.397820266502454 km
950934,0.467312825531142 km
880897,0.11761898104189976 km
271795,1.4017348720275284 km
336516,0.8642434905532311 km
210269,1.489937999228665 km
780339,0.594826435318337 km
739578,0.7238853301692189 km
324562,0.5167871341110595 km
738004,1.0679337505572222 km
423401,0.6497181142665818 km
735427,0.4482641767083593 km
680349,0.17682787318125132 km
396118,0.7925974713284755 km
967713,0.2616725943696553 km
109176,1.4258888381351054 km
219168,0.3109708694451854 km
322026,0.3073636838299941 km
271054,0.9354159473160131 km
768798,1.6283173153736985 km
199430,0.8806802534708162 km
180056,0.5304160717886143 km
502532,0.964052185421829 km
443840,1.2746732067283886 km
427943,0.738958557759649 km
819518,0.7422298115143062 km
210596,0.31686889744141006 km
292860,0.6569235719289843 km
945675,0.793640843026821 km
461249,0.3548022182799783 km
728162,0.39604484982077826 km
899619,1.4482654220574638 km
908769,0.11761898104189976 km
262276,0.27008653391145593 km
861992,0.9401468930346545 km
328195,0.7238853301692189 km
405124,0.38113120937341605 km
909271,1.2792613044757943 km
742419,1.146931725915144 km
900054,0.6569235719289843 km
869730,0.7294629908316825 km
341818,0.21723760001590306 km
151253,0.715746142204745 km
543696,0.34918088068203185 km
720626,0.27605909829697245 km
767093,0.7360734281253483 km
851828,0.963629101839403 km
450361,0.986856451796828 km
279698,0.7597008366027064 km
711472,1.253713752970859 km
601173,0.685243451104184 km
422345,0.8256147261616609 km
594199,0.9836393540370483 km
748743,0.6587041588704169 km
699741,1.040118270179852 km
543788,1.2905411467761185 km
566797,0.6989562041454213 km
419938,0.40157611754775385 km
961558,0.7507234977709579 km
189137,1.489937999228665 km
264740,0.2676586644813652 km
911033,0.08680555901565051 km
775665,0.9354159473160131 km
335556,0.5429493450799642 km
515336,0.6979164691641458 km
316262,1.106569290305258 km
181756,0.2689936326408502 km
770239,0.37463552538973477 km
107573,2.0536231920490144 km
960579,0.771035009115626 km
732176,1.2481379167309066 km
939546,0.5021971599829708 km
200197,1.372312453774081 km
362004,0.6340545463577839 km
844947,2.286669503467111 km
531690,1.9577266766229646 km
325618,0.279652707169918 km
931609,1.7380604759295024 km
553403,1.3083002126068193 km
475397,0.42213069189861074 km
864584,0.550093130124764 km
385281,0.3548022182799783 km
518150,0.23593782256538212 km
651169,0.1500074147987568 km
644681,2.856093159102872 km
887503,1.2945085844801834 km
492828,0.27950078133522177 km
791271,0.6506060979718524 km
584532,0.27950078133522177 km
302089,0.5311897807660915 km
965282,0.11761898104189976 km
484539,0.7925974713284755 km
860871,2.655197429902617 km
945558,0.08685945404776581 km
483916,0.15182281251994956 km
895507,0.11761898104189976 km
976351,1.5941885726637344 km
471631,0.5730458712668569 km
490318,1.7292447626574865 km
960527,2.689461687164013 km
551462,0.48403341843041403 km
235674,0.8786984822949562 km
946363,0.8643980361418662 km
165299,0.48122402014340254 km
815801,1.6316040698316305 km
871187,0.6552390253568707 km
513490,0.7750449573703204 km
478367,1.9324685779694395 km
827447,0.7422298115143062 km
117146,0.3085598030549777 km
896842,0.5154461986604371 km
974851,0.5821276403999256 km
592693,0.2616725943696553 km
468168,0.2878281727897157 km
624042,0.1500074147987568 km
766289,1.160847376560289 km
351165,1.8681660600760532 km
206663,0.4626599445467387 km
423086,0.9040641497394813 km
224995,1.7380604759295024 km
637991,1.7380604759295024 km
239637,0.13895388054708685 km
371901,0.27950078133522177 km
523995,0.13895388054708685 km
580300,0.7402453368751043 km
955615,0.4116543568903019 km
271337,0.4831602300092123 km
868198,0.6587041588704169 km
753924,0.568792706074641 km
681654,0.8358624362473217 km
357309,3.3708276560228265 km
328978,1.2945085844801834 km
701507,0.40060816971559593 km
381056,1.5249041482786219 km
601769,0.6978493972611598 km
955424,1.1903955411196108 km
116153,0.370021699633321 km
219459,1.4982828900473273 km
789363,0.27177244765684194 km
635698,0.2084383177097537 km
854729,1.489937999228665 km
499790,1.136529701909768 km
985115,0.8467326483214983 km
459461,1.090921961745869 km
342798,0.6506060979718524 km
979664,0.38915098923334596 km
724335,0.5431684822562616 km
820746,1.45249600712458 km
369848,0.1500074147987568 km
479331,0.3236008293043683 km
866887,0.6506060979718524 km
972489,1.2343936850368595 km
821496,0.3236008293043683 km
180107,0.44263121763298907 km
982341,0.44587716012231476 km
280015,1.253713752970859 km
416512,0.029748986661076622 km
348870,0.7294629908316825 km
997574,0.9354159473160131 km
664199,2.0619875205799216 km
215468,0.2776575996569691 km
616633,0.8689872838307943 km
420484,0.5038926041066122 km
681757,1.0817040026595521 km
767342,1.0980808540674054 km
760395,0.8387491112619252 km
815460,0.5055117019519142 km
108931,0.4030988968297876 km
160562,0.9908715105659989 km
945232,1.9577266766229646 km
683918,1.2945085844801834 km
336035,0.44360429972007853 km
977842,0.42213069189861074 km
214763,0.9761465153349221 km
677756,1.1234925249814804 km
965957,0.2616725943696553 km
154746,0.5511531757837558 km
520981,0.4467808234585281 km
269016,0.36178074106050184 km
285692,0.370021699633321 km
198444,1.283247749769034 km
972201,0.6257208424969687 km
350011,0.6506060979718524 km
530636,0.7939818806991218 km
980709,0.788228400651771 km
397176,1.8188655591112919 km
513847,0.38113120937341605 km
536902,0.11761898104189976 km
993146,0.3299329169256995 km
522575,0.47633397071111755 km
223030,0.5438067112799018 km
682784,0.8983325810914506 km
758193,0.5668220103648317 km
141036,0.46209388161135534 km
694164,0.131100700147655 km
301396,1.6814424386827342 km
876418,0.2616725943696553 km
331443,1.1316410661382728 km
517641,0.5515744884019851 km
104132,0.9492700656239291 km
288638,1.2780516573121228 km
777513,0.9771979653557551 km
210527,0.4078303972992294 km
328450,0.3548022182799783 km
227535,0.5539639281941693 km
978751,0.40060816971559593 km
521218,0.946724150824659 km
592883,0.2378061318713501 km
131926,0.28697868660170917 km
373022,0.9354159473160131 km
497533,0.7422298115143062 km
826099,1.5095862670275824 km
594425,0.33840327933335473 km
683632,0.39678088441386805 km
590307,0.9311814575153371 km
602968,0.7422298115143062 km
579433,0.27950078133522177 km
993982,1.1653572976538995 km
229577,0.9771979653557551 km
726586,0.7294629908316825 km
425736,0.8585671523778438 km
909677,0.6030139160301281 km
867004,0.2878281727897157 km
999240,1.161735643298015 km
619101,0.2616725943696553 km
156102,0.4889612666426591 km
499028,0.1837976434405421 km
901661,0.7597008366027064 km
189416,0.9419601800357127 km
933458,1.6717339928339003 km
207817,0.44263121763298907 km
866285,2.856093159102872 km
182237,0.7294629908316825 km
648437,0.48510675178737733 km
645795,0.9472775813500484 km
892402,1.3612754611200266 km
995633,0.7849498302397698 km
337545,0.3236008293043683 km
936548,0.6340545463577839 km
111089,0.4223496816584504 km
825189,0.6569235719289843 km
795376,0.4134253555299699 km
968597,0.2616725943696553 km
169122,1.2134900708629086 km
281863,1.3307235232839636 km
372824,0.5750968282347866 km
380365,0.6835290652529334 km
331465,0.17109967099028373 km
675124,0.5013610239931953 km
722480,0.6989562041454213 km
600360,1.1188583694660441 km
617274,0.30309058529472116 km
210393,0.690769083761343 km
389156,1.253713752970859 km
499693,2370.557627125421 km
470494,1.2096924644263556 km
182567,0.8430199453933449 km
905957,0.5408140689589099 km
350347,0.7238853301692189 km
691964,1.3005477352431747 km
830238,1.2945085844801834 km
723846,1.5095862670275824 km
550467,0.8105685640999296 km
223251,0.42213069189861074 km
707333,0.2676586644813652 km
417773,0.5265369160910959 km
506929,1.8270278362241594 km
834168,0.3236008293043683 km
919992,0.5429493450799642 km
602758,0.9724511343969042 km
115553,0.7238853301692189 km
236960,0.7841887485983156 km
504952,0.6166396945823139 km
748050,1.1234925249814804 km
540149,0.2689936326408502 km
451136,0.8430199453933449 km
543997,0.3477471381446935 km
115944,0.8421475271928652 km
493132,0.3548022182799783 km
749057,0.5573112967580113 km
813695,0.6569235719289843 km
231026,2.286669503467111 km
566264,0.7238853301692189 km
497177,2.856093159102872 km
774541,0.9771979653557551 km
215930,0.5424925069557541 km
191410,0.27950078133522177 km
408323,1.0412352804522134 km
966075,0.40349788372927603 km
148917,0.3549427003352517 km
727000,0.7599262036940184 km
927881,0.7422298115143062 km
552555,0.08671713072967295 km
501550,0.5253025170698644 km
845163,0.6253777380106147 km
271419,1.3466169336938063 km
155695,0.9771979653557551 km
520380,1.3152564309450319 km
802818,0.1500074147987568 km
814766,0.9392893984090811 km
942099,0.8778032681126356 km
663598,0.13895388054708685 km
267964,0.5431684822562616 km
399827,0.7238853301692189 km
997195,1.7380604759295024 km
133120,0.2261159772502418 km
797803,0.34143223970508424 km
354933,0.3073636838299941 km
463050,1.9450962380641648 km
462668,1.479415885287269 km
528816,1.3231555635596324 km
157731,0.49067270465737095 km
483006,0.7422298115143062 km
285772,0.7238853301692189 km
719844,0.363271755702475 km
689254,0.6589949411986342 km
415566,1.0502959165094687 km
608101,0.3073636838299941 km
656065,0.41223668560522997 km
396249,0.969396354856356 km
132497,2370.557627125421 km
758052,0.89402974642409 km
765291,1.5761110256257724 km
680944,2.856093159102872 km
564501,0.6253777380106147 km
328298,0.3035766995772331 km
297654,1.8282558950596992 km
879736,0.7294629908316825 km
302972,1.3152564309450319 km
132767,0.21628050881533617 km
714545,0.23617958954889098 km
891999,1.9577266766229646 km
531089,0.7144792276395505 km
461337,1.4918413508200052 km
533472,1.7478572199421982 km
257681,0.7707086382040156 km
303046,0.36237234980237987 km
712297,0.8046468792987244 km
816459,0.6589949411986342 km
575376,0.8500120969829245 km
257106,0.7849498302397698 km
308539,0.7925974713284755 km
247385,0.760401653636988 km
124444,1.6644477137737763 km
963966,1.6644602354436329 km
196409,0.4552585633551962 km
950081,0.586126966863649 km
945625,1.479415885287269 km
275965,0.4240622342795685 km
157346,0.4467808234585281 km
779378,0.1065220358849097 km
518795,1.4985303878262455 km
389673,0.964052185421829 km
696500,0.6273774284451762 km
387968,0.35280665603514044 km
767000,0.9492700656239291 km
295244,0.4240622342795685 km
150432,0.12987252801235355 km
111907,0.3299329169256995 km
387301,1.0887871378412497 km
907921,0.370021699633321 km
667980,0.5253025170698644 km
585874,0.7164683832960128 km
386589,1.1886729725984573 km
969849,0.44565940977326024 km
435326,0.8265169069200541 km
401466,0.6587041588704169 km
143085,0.29160247650059123 km
522343,0.33179708247386736 km
857742,0.9040641497394813 km
968274,0.7939818806991218 km
950151,1.4482654220574638 km
716808,0.5649044303961347 km
484703,0.8492937273255767 km
498886,0.9771979653557551 km
690549,0.3109708694451854 km
735667,0.04528530889925897 km
287154,0.756012598609897 km
147159,0.37795729448663673 km
865386,0.40999424448563876 km
574381,0.9771979653557551 km
680229,0.9887402993032104 km
805191,0.3299329169256995 km
910484,0.7540873201859043 km
372096,0.4552585633551962 km
500506,1.2560037990444817 km
473923,1.0211560822318746 km
528601,1.4482654220574638 km
535193,0.40060816971559593 km
380945,0.7238853301692189 km
727042,0.9207044477723397 km
515972,0.2616725943696553 km
203659,0.7710840562254736 km
978168,1.0598146452367 km
897319,0.5162617366717286 km
961115,0.46209388161135534 km
144747,0.05975234080939502 km
621125,0.3924574304227649 km
796687,0.18330311044554548 km
831085,1.3421317139270292 km
158108,1.0092039114545892 km
303810,1.0092039114545892 km
262456,0.8505692617322012 km
549965,0.30309058529472116 km
860138,1.6717339928339003 km
981835,0.31981086744119847 km
738286,0.9148754540948516 km
508712,0.27950078133522177 km
664354,0.6750703258125463 km
949909,0.27950078133522177 km
633940,0.3109708694451854 km
842275,0.7238853301692189 km
304919,0.9132245314151852 km
608636,0.6731997980033197 km
461782,0.029748986661076622 km
812452,1.2945085844801834 km
564254,0.2616725943696553 km
273272,0.579376786957462 km
646880,0.47949055516539724 km
221689,0.6225172128765937 km
719023,10000
406039,0.41229442336741157 km
789315,0.9700011062537054 km
828753,0.7372342118274501 km
355484,0.4552585633551962 km
867817,1.4918413508200052 km
222000,0.7925974713284755 km
833677,0.9040641497394813 km
898831,1.2780516573121228 km
975200,0.7238853301692189 km
567458,0.7294629908316825 km
235865,0.2163259756000377 km
150011,0.7925974713284755 km
466065,0.7294629908316825 km
484049,0.733254410342796 km
205459,1.4125923301866528 km
980538,0.40451490128664913 km
322958,0.8268954246882283 km
588811,0.22073296988030894 km
458188,0.5344286826487582 km
714612,0.36690922310247437 km
624425,0.8443743781827303 km
855737,0.6865282990948816 km
385091,0.6569235719289843 km
601466,0.7422298115143062 km
942002,1.1234925249814804 km
154294,0.27950078133522177 km
623142,0.2513503749966011 km
197045,0.6225172128765937 km
172408,0.5008646643959583 km
390941,0.11054546816280664 km
325925,0.15182281251994956 km
634090,0.384914692176707 km
543255,0.6410325093722199 km
620669,0.3923448280659107 km
462035,0.3236008293043683 km
281661,0.8430199453933449 km
651736,1.0211560822318746 km
758030,0.6561352932636499 km
989672,0.4489818310854327 km
585084,0.30783012217352274 km
178543,0.20973479478563117 km
733671,1.5663374322529244 km
169617,0.13895388054708685 km
973208,0.6915751574217086 km
162721,0.30309058529472116 km
280889,1.136601012269863 km
841283,0.9593118501773137 km
740033,0.03445966633054941 km
893999,0.6569235719289843 km
190345,0.35184018274961654 km
457720,0.5174641551267589 km
449392,0.40967324166132235 km
787209,0.6500053842376136 km
405744,0.49977203502100465 km
861279,1.5774171656769949 km
525625,1.0004954182621828 km
202829,0.4893121383620133 km
225143,0.5424925069557541 km
800072,0.11761898104189976 km
582276,0.6978493972611598 km
241394,1.0549007479148262 km
156745,1.0980808540674054 km
988098,1.2559310595154038 km
533775,2.000802344647434 km
456154,1.1844512956491602 km
621711,0.3548022182799783 km
674031,0.8467326483214983 km
999059,0.7422298115143062 km
775490,0.37678023745418476 km
633427,0.9553024164040215 km
492762,0.8889126681935369 km
991817,0.2364178949242446 km
272456,0.15182281251994956 km
994718,0.957046410384318 km
312197,0.21723760001590306 km
305336,0.5459239149001331 km
556596,0.4182196324806153 km
135161,0.1065220358849097 km
500999,1.253713752970859 km
255407,0.5544688316726325 km
490470,0.6924551567035218 km
652202,0.7840025967797042 km
540747,1.479415885287269 km
523783,0.15569821384542412 km
971088,1.117056677030628 km
574065,0.3417261922179981 km
757949,1.0211560822318746 km
783171,1.3304479014905077 km
432168,0.4916153345643586 km
131726,0.6569235719289843 km
916797,1.0980808540674054 km
964262,0.2498478531026604 km
879612,1.7380604759295024 km
325743,0.25336846559875653 km
118973,0.6589949411986342 km
162145,1.2159686590129954 km
417921,0.14870546302085158 km
215708,0.4626599445467387 km
490978,0.5029297299391376 km
694418,0.6925758673002466 km
169788,0.5424925069557541 km
727941,0.42213069189861074 km
776569,0.2820769734757669 km
158994,1.592129735933794 km
494434,0.4337806489420962 km
446943,0.6506042576785466 km
609061,0.4552611255769127 km
698590,0.4613464109272157 km
780513,0.5821276403999256 km
394154,0.781470372064672 km
944374,0.9040641497394813 km
222242,0.789293588608359 km
866793,0.35184018274961654 km
422709,0.5573112967580113 km
422768,0.35184018274961654 km
831289,0.4059971212173965 km
212464,0.7422298115143062 km
899643,0.48122402014340254 km
755656,0.3109708694451854 km
712833,0.8223561856096575 km
352446,0.5020619669012267 km
344290,0.8649366619054341 km
386141,2.009590701676988 km
636380,0.4467808234585281 km
795613,0.8747789577485824 km
963009,0.1500074147987568 km
787329,1.4918413508200052 km
827184,1.4425467102091274 km
646962,0.9040641497394813 km
153574,0.40060816971559593 km
476454,0.9040641497394813 km
870077,2.856093159102872 km
200389,0.2084383177097537 km
240197,0.3330499285241024 km
485792,0.7294629908316825 km
581790,1.3577830764221324 km
690915,0.9046900412709873 km
625264,0.2616725943696553 km
918011,0.5369476580454945 km
533377,0.793640843026821 km
741239,0.2759380426218948 km
794405,0.9354159473160131 km
761837,10000
402878,0.8689872838307943 km
835561,1.154074014834081 km
238390,1.1007363991904688 km
996919,0.8430199453933449 km
652685,0.7847665254050398 km
735657,0.30309058529472116 km
746818,0.12604091973583037 km
439117,1.0980808540674054 km
893580,0.16218646278436258 km
405221,0.9454155679392824 km
681146,3.352696330463496 km
794786,0.4552585633551962 km
534086,1.033215310346748 km
723402,0.5309153261903563 km
549328,1.4482654220574638 km
365693,0.11761898104189976 km
726071,0.18356091128324328 km
159910,0.5179826508101387 km
342614,0.38113120937341605 km
777630,0.822531409243558 km
612566,1.2945085844801834 km
151692,0.15182281251994956 km
210370,0.8340590619023799 km
796574,1.3650615398919503 km
422985,1.3379223904615607 km
868002,0.23617958954889098 km
854919,0.579376786957462 km
199646,0.14006135628986122 km
927931,0.42213069189861074 km
377900,0.5215161973041235 km
524769,0.5448255781113326 km
949078,2.856093159102872 km
902420,0.6976735004440894 km
228594,0.20319625352963472 km
209722,1.0446369648364418 km
860472,0.44263121763298907 km
101636,1.9324685779694395 km
157607,0.2709177398262977 km
732248,0.5573112967580113 km
706739,0.7274153613579795 km
747642,0.7422298115143062 km
751767,0.27302762662285196 km
820891,0.1500074147987568 km
135170,0.789892755035463 km
382720,1.5761110256257724 km
669771,1.172791773401662 km
483509,0.38458016622515406 km
113880,0.23620332386870063 km
158987,1.4918413508200052 km
349746,0.31724452100588907 km
380567,1.0597650553002365 km
119186,0.969396354856356 km
552672,1.2731871758723534 km
826912,1.3304479014905077 km
264616,0.6584742558965228 km
367116,1.5774171656769949 km
332516,1.1842632334106256 km
247817,0.9639943362377055 km
118008,0.3639755423057401 km
920372,0.42341276414709517 km
345881,0.964052185421829 km
590034,0.4027486712102454 km
814099,0.26480405446941435 km
649423,0.17560668208788058 km
137899,0.2364178949242446 km
821764,0.9040641497394813 km
249645,0.6505754967928604 km
123671,1.1003224634229665 km
265877,1.3304479014905077 km
876106,0.8055781952181469 km
690477,1.8270278362241594 km
983586,0.7238853301692189 km
159980,0.47328155536804595 km
837438,0.5519101765714796 km
344833,0.9354159473160131 km
660430,0.459481856032706 km
166345,0.62660281766226 km
323027,1.3612754611200266 km
885079,1.1961382890541075 km
619030,1.4609148433016605 km
866318,1.1911654987291478 km
458270,2.0536231920490144 km
546531,0.3356192680095892 km
881055,0.2359781942847095 km
374089,0.969396354856356 km
369807,0.3549427003352517 km
256494,0.1500074147987568 km
815262,0.32368040013414695 km
720881,1.4415972636037813 km
263131,1.6681562339482172 km
940235,0.8661077625247455 km
961181,0.44994167719023886 km
711616,0.8455765405816922 km
287112,0.6404688810821417 km
795951,0.5794164835710441 km
511114,0.8187860464423217 km
697998,0.40157611754775385 km
522113,2.318503686150809 km
279387,0.7189636793932757 km
438564,0.6569235719289843 km
561548,0.9636008233167583 km
727633,1.3421317139270292 km
151826,0.6569235719289843 km
697704,0.579376786957462 km
763356,0.9354159473160131 km
628325,0.6225172128765937 km
223252,1.3308790671827615 km
909664,0.11761898104189976 km
117881,0.7587183181996564 km
516482,0.9328854204975165 km
477545,0.3236008293043683 km
445474,0.8226925091481354 km
123594,2.1453949326555453 km
379842,0.1938097376307207 km
343277,0.6327061945003942 km
624029,0.8649366619054341 km
998711,0.4929715955561046 km
969774,0.28707661226355663 km
495578,0.7238853301692189 km
352364,1.6111850798774603 km
143914,0.4543239995550172 km
273417,0.5490116342366497 km
545723,2.286669503467111 km
753883,1.5774171656769949 km
566994,1.3650615398919503 km
104287,1.489937999228665 km
889782,1.1234925249814804 km
731571,0.48122402014340254 km
131249,0.7238853301692189 km
136715,0.6587041588704169 km
898962,3.3708276560228265 km
181076,1.7415144232003283 km
897204,0.793640843026821 km
774734,0.9048855343486097 km
959183,2.0241877180551135 km
816751,0.40299386101618945 km
473098,0.3133358578119088 km
168053,0.3239928731926967 km
616955,0.8585671523778438 km
743730,0.40157611754775385 km
696176,0.48636181247056043 km
629961,1.4482654220574638 km
385898,0.3109708694451854 km
760617,0.25735718583093936 km
615516,1.0491792307733914 km
910105,1.2099233047699185 km
108757,0.5648290235606452 km
281554,1.205294714177106 km
360801,0.40060816971559593 km
664431,0.5387894950757336 km
808140,0.5862997941960378 km
495370,0.2616725943696553 km
849653,0.30309058529472116 km
421878,0.44263121763298907 km
618049,1.0092039114545892 km
674977,0.36862383821367556 km
480441,0.579376786957462 km
720112,1.4909807615662884 km
357505,0.5179826508101387 km
691447,0.7597008366027064 km
284160,0.370021699633321 km
397459,0.42213069189861074 km
916831,0.21023505976711743 km
157567,1.4064008504795125 km
184136,1.004334362688301 km
922420,0.1784035776976268 km
888883,0.370021699633321 km
448602,0.9251068436489689 km
561900,0.7507234977709579 km
426708,0.7611304446424724 km
946735,0.21628050881533617 km
764365,1.3308790671827615 km
693393,0.9354159473160131 km
652586,0.8621575762614438 km
435354,1.2068696845244333 km
869585,0.7597008366027064 km
607267,0.15182281251994956 km
920582,0.38462369911401023 km
826600,0.5090760366235524 km
277194,1.2780516573121228 km
909969,1.1582935311677576 km
370173,0.7131900284270715 km
435595,0.6498117716345636 km
739103,0.5539639281941693 km
383335,0.7422298115143062 km
893611,0.4910498967950671 km
974261,0.665347518728225 km
646253,0.4182196324806153 km
754746,0.8701061103421246 km
726682,0.787223951022674 km
477325,0.3548022182799783 km
230525,0.8204455825039114 km
295259,0.7422298115143062 km
960974,0.9704699559699128 km
471486,0.2825886200328049 km
995671,1.7650542340792954 km
605181,0.8885738835912615 km
813697,0.9354159473160131 km
416541,0.4622463354570655 km
508049,0.5038299750087614 km
652326,1.9665246258388243 km
185647,0.09164327387731622 km
168113,1.090921961745869 km
431017,2.06037626033654 km
186939,0.2594297645979528 km
295877,0.4552585633551962 km
183896,1.6550651702765224 km
695422,0.44117430706203703 km
444283,0.9771979653557551 km
465652,0.7294629908316825 km
715618,1.38432629172597 km
721928,0.4552585633551962 km
987694,1.0887871378412497 km
284846,0.31571435022181155 km
488708,0.505860916799504 km
332297,1.9437566881539954 km
763898,0.6569235719289843 km
126310,0.8585671523778438 km
578347,2370.557627125421 km
753717,0.43878215980963925 km
905005,1.5589874193732278 km
273759,0.9704699559699128 km
192020,0.6143909111548257 km
276148,0.6287743396021709 km
849863,2370.557627125421 km
184661,1.899466465325198 km
941530,0.6358118208375146 km
627233,1.239591341397827 km
211825,0.6835290652529334 km
221316,0.29160247650059123 km
351460,0.24456438336199046 km
602018,0.5821276403999256 km
328845,0.6857652574209343 km
791140,0.7422298115143062 km
862616,0.11730057582915254 km
291326,0.8105685640999296 km
237946,0.5649044303961347 km
750041,1.1886729725984573 km
356567,0.5484178417257793 km
399321,0.579376786957462 km
241995,1.3304479014905077 km
211888,1.253713752970859 km
758739,0.9771979653557551 km
398837,1.253713752970859 km
840128,1.6814424386827342 km
254075,0.36690922310247437 km
153125,0.733254410342796 km
620820,0.7422298115143062 km
748222,0.49977203502100465 km
671053,0.40157611754775385 km
484189,0.7448744006641076 km
288472,0.40157611754775385 km
789538,1.3304479014905077 km
301327,0.8786984822949562 km
205326,0.46136027423101217 km
767677,0.5539909489283114 km
962893,1.3304479014905077 km
960277,0.9635733438655654 km
500427,2.795555557617627 km
336584,1.6453203043394309 km
874270,0.5339317629735301 km
777733,0.42213069189861074 km
167431,0.8211610559947948 km
289258,0.6569235719289843 km
972575,0.370021699633321 km
698890,0.672874819031461 km
803613,1.1234925249814804 km
356642,0.3224064674383303 km
634348,1.0211560822318746 km
350660,2370.557627125421 km
841905,0.6143909111548257 km
512691,0.5940319071344425 km
968161,1.4017256609408928 km
949434,0.7294629908316825 km
717620,0.17109967099028373 km
453071,0.27950078133522177 km
914249,0.7597008366027064 km
129629,1.2560037990444817 km
603120,0.7422298115143062 km
770576,0.4182196324806153 km
287852,0.4806035107307583 km
586637,0.793640843026821 km
986978,1.3304479014905077 km
580188,0.2708120886803909 km
612096,0.39922464578715827 km
336515,0.7851994321263621 km
425103,0.5750968282347866 km
158469,0.579376786957462 km
384998,1.2095807576060216 km
726871,0.22466357533704032 km
399981,0.6225172128765937 km
446802,0.8120575267327597 km
332190,1.398764247404081 km
563020,0.33475991863268034 km
514918,0.7294629908316825 km
202453,0.964052185421829 km
322111,0.4265818347020513 km
343105,1.7478572199421982 km
257919,0.30309058529472116 km
110254,1.7954122651002071 km
430370,0.6647043987951535 km
518416,0.2616725943696553 km
536965,0.7294629908316825 km
121436,0.9040641497394813 km
394035,1.3507443523130391 km
171441,0.48122402014340254 km
610945,0.44263121763298907 km
700781,2.0536231920490144 km
588015,0.13895388054708685 km
548689,0.5004997324830799 km
606425,0.27950078133522177 km
309578,0.8387491112619252 km
328638,0.568792706074641 km
294595,1.4273077728662142 km
961382,0.4299087183301202 km
627367,0.6752330873132067 km
915039,0.44263121763298907 km
912253,0.6185757901932079 km
223137,0.3073636838299941 km
349394,0.5253025170698644 km
572847,0.7170592521148699 km
383660,0.7422298115143062 km
907149,1.3810109045783496 km
589912,0.48122402014340254 km
624884,0.17109967099028373 km
591633,0.14006135628986122 km
619205,0.47177130169198706 km
854380,1.2945085844801834 km
763988,0.4113100405280712 km
824855,1.6814424386827342 km
370075,0.7422298115143062 km
142601,0.8453415613998068 km
811744,0.5942922488783923 km
565369,0.5385401249755573 km
524133,0.579376786957462 km
280410,0.7294629908316825 km
603828,0.7422298115143062 km
370893,0.20335575472671058 km
177314,0.11761898104189976 km
162231,1.156926466311573 km
112953,0.42213069189861074 km
197990,2.0536231920490144 km
712164,0.4579369515612509 km
239021,2.737376243019738 km
998700,1.4482654220574638 km
810718,0.8911286696318405 km
870188,0.7422298115143062 km
526654,0.2616725943696553 km
756956,0.39678088441386805 km
733794,0.3073636838299941 km
108269,0.7294629908316825 km
945012,1.9577266766229646 km
327577,0.2708120886803909 km
404276,0.4116543568903019 km
158152,0.46209388161135534 km
648872,0.5458442808271752 km
497165,0.8800398806948382 km
301659,0.1231283626986928 km
159534,1.432936964912149 km
899311,0.6587041588704169 km
622064,1.156926466311573 km
494579,0.568792706074641 km
212774,0.4928895420408257 km
165364,0.32136121050670907 km
111674,0.579376786957462 km
645843,0.24500199972615272 km
851690,0.08685945404776581 km
402909,0.3588038362775357 km
495825,0.370021699633321 km
983004,0.2040138549849337 km
755569,1.0828309684762332 km
499697,0.3356192680095892 km
590352,1.3913854418265565 km
745099,0.7277198860937635 km
554621,0.852276747265502 km
471887,0.5179826508101387 km
221655,0.30438431404217875 km
500558,0.8161116613166626 km
554804,1.2200734580764068 km
693059,0.5179826508101387 km
762312,0.6989562041454213 km
210864,1.491818465421925 km
